id,cause_score,effect_score,avg_score,pred_cause,pred_effect,orig_cause,orig_effect,judge_response
row14,1.0,1.0,1.0,reduction in government subsidies for renewable energy,decreased private investment in solar power projects,Reduction in government subsidies for renewable energy,Decreased private investment in solar power projects,"{""cause_score"": 1, ""effect_score"": 1}"
row15,1.0,1.0,1.0,the ongoing rise in remote banking services,physical bank branches saw a marked decline,Surge in remote banking services,Decline in physical bank branch numbers,"{""cause_score"": 1, ""effect_score"": 1}"
row16,1.0,1.0,1.0,implementation of carbon taxes,increased operational costs for heavy industries,Implementation of carbon taxes,Increased operational costs for heavy industries,"{""cause_score"": 1, ""effect_score"": 1}"
row17,0.0,0.0,0.0,the technology was linked to increased accuracy in loan approvals,the shift toward AI-driven credit scoring gained attention,Adoption of AI-driven credit scoring,Increased accuracy in loan approvals,"{""cause_score"": 0, ""effect_score"": 0}"
row18,1.0,1.0,1.0,supply chain disruptions amid pandemics,inflationary pressures on consumer goods,Supply chain disruptions due to pandemics,Inflationary pressures on consumer goods,"{""cause_score"": 1, ""effect_score"": 1}"
row19,0.5,1.0,0.75,the use of blockchain,improved transparency in transactions,Expanded use of blockchain in supply chain finance,Improved transparency in transactions,"{""cause_score"": 0.5, ""effect_score"": 1}"
row20,1.0,1.0,1.0,rise in housing market speculation,increased risk of property price bubbles,Rise in housing market speculation,Increased risk of property price bubbles,"{""cause_score"": 1, ""effect_score"": 1}"
row21,0.0,0.0,0.0,"sanctions, slowed economic growth",reduction of foreign direct investment,Reduction of foreign direct investment due to economic sanctions,Slowed economic growth,"{""cause_score"": 0, ""effect_score"": 0}"
row22,0.5,1.0,0.75,corporate mergers and acquisitions,market competition decreased,Increased corporate mergers and acquisitions,Reduction in market competition,"{""cause_score"": 0.5, ""effect_score"": 1}"
row23,0.5,0.5,0.5,strengthened regulations,increased administrative overhead,Strengthened anti-money laundering policies,Increased administrative overhead for banks,"{""cause_score"": 0.5, ""effect_score"": 0.5}"
row24,1.0,1.0,1.0,the shift toward digital payment systems accelerated,Physical currency circulation naturally declined,Shift towards digital payment systems,Reduced circulation of physical currency,"{""cause_score"": 1, ""effect_score"": 1}"
row25,1.0,1.0,1.0,,,,,"{""cause_score"": 1, ""effect_score"": 1}"
row26,0.5,1.0,0.75,"increased frequency of forest fires in the region, an uptick in recreational land use and an unusual sequence of dry lightning storms",reduction in biodiversity,Increased frequency of forest fires,Reduction in biodiversity,"{""cause_score"": 0.5, ""effect_score"": 1}"
row27,1.0,1.0,1.0,rapid expansion of urban areas,loss of wetlands,Expansion of urban areas,Loss of wetlands,"{""cause_score"": 1, ""effect_score"": 1}"
row28,1.0,1.0,1.0,rapid ocean acidification,decreased coral reef resilience,Rapid ocean acidification,Decreased coral reef resilience,"{""cause_score"": 1, ""effect_score"": 1}"
row29,1.0,1.0,1.0,adoption of regenerative agriculture practices,increased soil carbon sequestration,Adoption of regenerative agriculture practices,Increased soil carbon sequestration,"{""cause_score"": 1, ""effect_score"": 1}"
row30,0.5,1.0,0.75,"extensive deforestation in tropical regions, amid concurrently shifting monsoon tracks and aerosol emissions",a reduction in regional rainfall,Extensive deforestation in tropical regions,Reduction in regional rainfall,"{""cause_score"": 0.5, ""effect_score"": 1}"
row31,1.0,1.0,1.0,increased microplastic pollution,decline in marine life populations,Increased microplastic pollution,Decline in marine life populations,"{""cause_score"": 1, ""effect_score"": 1}"
row32,1.0,1.0,1.0,widespread drought conditions,Reduced agricultural productivity,Widespread drought conditions,Reduced agricultural productivity,"{""cause_score"": 1, ""effect_score"": 1}"
row33,1.0,1.0,1.0,seasons of intensified hurricane activity,increased coastal infrastructure damage,Intensified hurricane activity,Increased coastal infrastructure damage,"{""cause_score"": 1, ""effect_score"": 1}"
row34,1.0,1.0,1.0,melting permafrost in polar regions,increased methane release,Melting permafrost in polar regions,Increased methane release,"{""cause_score"": 1, ""effect_score"": 1}"
row35,1.0,1.0,1.0,implementation of plastic bag bans,reduction in plastic waste in areas,Implementation of plastic bag bans,Reduction in plastic waste,"{""cause_score"": 1, ""effect_score"": 1}"
row36,1.0,1.0,1.0,large‑scale adoption of electric vehicles,reduction in urban air pollution on transit corridors,Adoption of electric vehicles,Reduction in urban air pollution,"{""cause_score"": 1, ""effect_score"": 1}"
row37,1.0,1.0,1.0,rising global average temperatures,increased frequency of heatwaves,Rising global average temperatures,Increased frequency of heatwaves,"{""cause_score"": 1, ""effect_score"": 1}"
row38,1.0,1.0,1.0,extensive fertilizer runoff,increased eutrophication in aquatic ecosystems,Extensive fertilizer runoff,Increased eutrophication in aquatic ecosystems,"{""cause_score"": 1, ""effect_score"": 1}"
row39,1.0,1.0,1.0,enhanced public transportation infrastructure,reduced urban greenhouse gas emissions,Enhanced public transportation infrastructure,Reduced urban greenhouse gas emissions,"{""cause_score"": 1, ""effect_score"": 1}"
row40,0.5,0.0,0.25,reduced freshwater availability during periods marked by rapid glacial retreat in mountainous regions,fluctuating irrigation quotas and tourist demand spikes,Rapid glacial retreat in mountainous regions,Reduced freshwater availability,"{""cause_score"": 0.5, ""effect_score"": 0}"
row41,1.0,1.0,1.0,"expansion of offshore wind farms reached commissioning milestones, though parallel rooftop‑solar incentives and interconnector upgrades also played roles",increased renewable energy production during,Expansion of offshore wind farms,Increased renewable energy production,"{""cause_score"": 1, ""effect_score"": 1}"
row42,1.0,1.0,1.0,increased urban heat islands amid construction,elevated energy consumption for cooling,Increased urban heat islands due to construction,Elevated energy consumption for cooling,"{""cause_score"": 1, ""effect_score"": 1}"
row43,1.0,1.0,1.0,development of large-scale solar farms,habitat disruption for wildlife,Development of large-scale solar farms,Habitat disruption for wildlife,"{""cause_score"": 1, ""effect_score"": 1}"
row44,1.0,1.0,1.0,severe soil erosion amid intensive agriculture,reduced land productivity,Severe soil erosion due to intensive agriculture,Reduced land productivity,"{""cause_score"": 1, ""effect_score"": 1}"
row45,1.0,1.0,1.0,adoption of stringent emissions regulations,reduction in industrial pollution,Adoption of stringent emissions regulations,Reduction in industrial pollution,"{""cause_score"": 1, ""effect_score"": 1}"
row46,1.0,1.0,1.0,increased desalination plant operations,increased brine discharge impacting marine ecosystems,Increased desalination plant operations,Increased brine discharge impacting marine ecosystems,"{""cause_score"": 1, ""effect_score"": 1}"
row47,1.0,1.0,1.0,increased prevalence of invasive species amid global trade,loss of native species,Increased prevalence of invasive species due to global trade,Loss of native species,"{""cause_score"": 1, ""effect_score"": 1}"
row48,1.0,1.0,1.0,expansion of protected marine reserves,recovery of fish populations,Expansion of protected marine reserves,Recovery of fish populations,"{""cause_score"": 1, ""effect_score"": 1}"
row49,1.0,1.0,1.0,implementation of urban tree planting programs,mitigation of urban air pollution along streets participating,Implementation of urban tree planting programs,Mitigation of urban air pollution,"{""cause_score"": 1, ""effect_score"": 1}"
row50,1.0,1.0,1.0,rapid melting of Antarctic ice shelves,acceleration of global sea‑level rise,Rapid melting of Antarctic ice shelves,Acceleration of global sea-level rise,"{""cause_score"": 1, ""effect_score"": 1}"
row51,1.0,1.0,1.0,,,,,"{""cause_score"": 1, ""effect_score"": 1}"
row52,0.0,0.5,0.25,the integration of quantum techniques into practical systems remains a challenging task,cryptographic analysis has been highlighted as a potential beneficiary,Increased adoption of quantum computing algorithms,Enhanced computational speeds for cryptographic analysis,"{""cause_score"": 0, ""effect_score"": 0.5}"
row53,1.0,0.5,0.75,the rise of machine learning models that can detect diseases with increasing accuracy,Healthcare diagnostics are benefiting,Increased use of machine learning in healthcare diagnostics,Improved accuracy in disease detection,"{""cause_score"": 1, ""effect_score"": 0.5}"
row54,1.0,1.0,1.0,more devices are interconnected,the risk of vulnerabilities in security frameworks continues to be a significant concern for cybersecurity professionals,Widespread adoption of IoT devices,Increased vulnerability to cyberattacks,"{""cause_score"": 1, ""effect_score"": 1}"
row55,0.5,0.0,0.25,The shift towards remote work,"a surge in the use of various collaboration technologies,",Growth in remote work technology adoption,Increased demand for cybersecurity solutions,"{""cause_score"": 0.5, ""effect_score"": 0}"
row56,1.0,0.0,0.5,"5G infrastructure promises faster wireless speeds and more reliable connections, with particular focus on reducing latency","new use cases emerge,",Development of 5G infrastructure,Reduced latency in wireless communication,"{""cause_score"": 1, ""effect_score"": 0}"
row57,1.0,1.0,1.0,facial recognition technology finds broader application in sectors ranging from security to retail,privacy concerns are also escalating,Increased application of facial recognition technologies,Heightened privacy concerns,"{""cause_score"": 1, ""effect_score"": 1}"
row58,0.0,0.0,0.0,organizations seek to minimize data transmission delays,The movement towards edge computing is gaining momentum,Implementation of edge computing,Reduced data transmission latency,"{""cause_score"": 0, ""effect_score"": 0}"
row59,0.5,1.0,0.75,Autonomous vehicle technology is seen while a solution to reducing human error in driving,potentially lowering traffic accidents,Rise in autonomous vehicle technology adoption,Reduction in traffic accidents,"{""cause_score"": 0.5, ""effect_score"": 1}"
row60,1.0,1.0,1.0,Retailers are increasingly turning to augmented reality (AR) to offer immersive shopping experiences,its potential to coincides with deeper engagement is a growing topic of interest for marketers and technologists alike,Expanded use of augmented reality in retail,Enhanced customer engagement,"{""cause_score"": 1, ""effect_score"": 1}"
row61,1.0,0.0,0.5,"Generative AI tools are gaining ground in content creation, enabling faster production of diverse types of media",concerns about creativity and automation in the arts continue to coincides with discussions in both technological and creative communities,Adoption of generative AI models,Increased productivity in content creation,"{""cause_score"": 1, ""effect_score"": 0}"
row62,1.0,0.0,0.5,"Blockchain technology is being increasingly applied to enhance transparency in supply chains, allowing for better tracking of goods",The effectiveness of blockchain solutions in addressing issues of inefficiency and fraud remains a key area of interest for logistics experts,Increased use of blockchain in supply chain management,Improved tracking of goods,"{""cause_score"": 1, ""effect_score"": 0}"
row63,0.0,0.0,0.0,the promise of these chips is considerable,their real-world applications and scalability in complex AI systems are still under exploration,Development of neuromorphic computing chips,Increased efficiency in artificial intelligence processing,"{""cause_score"": 0, ""effect_score"": 0}"
row64,0.0,0.0,0.0,logistical and cost challenges,hamper widespread adoption,Expansion of satellite-based internet services,Improved connectivity in rural areas,"{""cause_score"": 0, ""effect_score"": 0}"
row65,1.0,0.0,0.5,Biometric authentication systems are being implemented across various sectors to increase security and streamline user experiences,concerns about data privacy and the long-term implications of biometric data usage are emerging while significant discussion points,Widespread deployment of biometric authentication,Increased user account security,"{""cause_score"": 1, ""effect_score"": 0}"
row66,1.0,0.5,0.75,the advancement of predictive analytics tools,businesses are better equipped to anticipate market shifts and disruptions in the supply chain,Enhanced predictive analytics capabilities,Improved supply chain resilience,"{""cause_score"": 1, ""effect_score"": 0.5}"
row67,1.0,0.0,0.5,The widespread adoption of cloud storage solutions,"organizations are also confronted with questions about security, data management, and long-term sustainability",Implementation of cloud-based data storage,Increased scalability for businesses,"{""cause_score"": 1, ""effect_score"": 0}"
row68,0.5,0.5,0.5,Regulatory pressures on social media platforms,calls for more transparent content moderation practices,Increased regulatory scrutiny on social media algorithms,Enhanced transparency in content moderation,"{""cause_score"": 0.5, ""effect_score"": 0.5}"
row69,0.5,0.0,0.25,integrating SDN with legacy systems,organizations are still navigating the complexities,Adoption of software-defined networking (SDN),Increased flexibility in network management,"{""cause_score"": 0.5, ""effect_score"": 0}"
row70,0.5,0.5,0.5,the demand for cloud services and digital infrastructure grows,the energy consumption of data centers,Expansion of data center infrastructure,Increased energy consumption,"{""cause_score"": 0.5, ""effect_score"": 0.5}"
row71,0.0,0.0,0.0,the logistical and regulatory challenges associated with large-scale drone operations,raise questions about their widespread adoption,Adoption of autonomous drones for deliveries,Reduction in human-operated vehicle use,"{""cause_score"": 0, ""effect_score"": 0}"
row72,0.0,0.0,0.0,the quality of care and the infrastructure needed for effective telemedicine,critical points of evaluation,Increased reliance on telemedicine,Improved access to healthcare services,"{""cause_score"": 0, ""effect_score"": 0}"
row73,1.0,1.0,1.0,the growth of open-source software,innovation by allowing collaborative development across various tech communities,Widespread use of open-source software,Accelerated innovation in technology communities,"{""cause_score"": 1, ""effect_score"": 1}"
row74,0.0,0.0,0.0,the demand for even faster and more specialized hardware,continues to push the boundaries of current GPU technology,Enhanced GPU computational capabilities,Improved performance in AI training tasks,"{""cause_score"": 0, ""effect_score"": 0}"
row75,0.5,0.5,0.5,their adoption grows,companies are realizing the potential for increased efficiency,Increased application of digital twins in manufacturing,Optimized operational efficiency,"{""cause_score"": 0.5, ""effect_score"": 0.5}"
row76,0.0,0.5,0.25,data security becomes a higher priority,mobile devices are adopting stronger encryption methods to safeguard user information,Enhanced encryption standards for mobile devices,Strengthened personal data protection,"{""cause_score"": 0, ""effect_score"": 0.5}"
